pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
42,Hubei,1958,3145.47,455.04,2690.43,61.5,208.9,10.49,101.7,,26.8,153,22.73,144.4,987.47,30.16,23.3,285.84,268.52,667.14,69.4,7.6,1491.3,5367.1,399.1,571,17.9,0.03,208.8,-22,,,,,,19.69,489.1,15.46,19,186.34,23.6,14.82,65.41,6.63,12.37,12.3,,,388.03,41.63,4.11,,,,,,,,,
42,Hubei,1959,3173.14,515.03,2658.11,64.22,200.5,13.31,101.1,,24.77,133.9,20.51,124.5,864.96,16.55,12.85,278.59,261.83,413.02,77.8,12.6,1535.3,4765.1,343.6,533,10.9,0.05,234.5,12.5,,,,,,22.59,474.7,24.82,23.18,232,61.3,31.43,85.86,11.54,15.69,16.01,,,397.04,51.51,4.94,,,,,,,,,
42,Hubei,1960,3152.17,540.36,2611.81,63.61,200.5,13.47,105.5,,23.6,123.4,21.68,121.6,797.9,10.07,8.47,268.48,253.36,345.09,90.8,18.3,1572,5715.3,269.4,471.3,16.9,0.06,230.3,-18.6,,,,,,23.62,556.6,31.65,23.64,261.94,133.33,40.73,91.52,17.63,16.05,15.98,,,421.73,59.28,5.34,,,,,,,,,
42,Hubei,1961,3182.96,486.19,2696.77,48.91,140.4,7.89,119.2,,25.86,115.9,23.08,115.6,734.35,11.39,13.53,269.91,255.28,452.57,144.7,26.7,1707.3,6041.3,318.2,438.2,7.4,0.16,239.5,6.9,,,,,,10.2,266.5,14.5,13.77,164.11,77.85,19.45,49.35,13.98,5.53,5.32,,,363.34,37.63,4.96,,,,,,,,,
42,Hubei,1962,3273.93,459.66,2814.27,52.13,141.7,8.72,101,,29.3,130.2,26.52,128.4,960.41,14.22,18.3,282.42,187.58,628.58,221.94,36.9,1840.7,6061.8,341,452.2,11.7,0.24,165.1,-23.7,,,,,,10.63,223.9,9.89,18.06,126.37,52.11,18.81,47.04,13.39,2.72,2.78,828,14983,340.3,32.16,4.37,,,,,,,,,
42,Hubei,1963,3350.09,470.33,2879.76,56.3,155.8,10.31,92.3,,32.25,142.9,30.56,147.7,1062.8,25.39,18.58,269.21,280.55,793.31,180.7,51.8,1977.3,5884.6,347.2,542.7,22.8,0.61,189.1,-52.2,,,,,,12.28,260,11.67,20.2,125.35,67.72,20.72,58.23,14.05,3.1,3.12,,,340.51,32.45,3.94,,,,,,,,,
42,Hubei,1964,3418.01,475.85,2942.16,61.43,174.2,11.56,96.6,,32.22,144.9,30.07,150.8,1043.33,26.88,18.04,307,291.52,716.03,102.3,64.8,2142.7,5871.8,347.1,612.9,36,0.66,221.9,-41.2,,,,,,16.94,370.2,14.86,23.4,114.93,91.74,27.33,70.42,15.51,4.31,4.41,,,390.3,40.26,3.5,,,,,,,,,
42,Hubei,1965,3504.54,485.06,3019.48,72.43,205.6,11.26,96,,37.74,161.5,37.44,179.1,1241.34,38.29,22.32,329.44,313.99,762.46,87.5,75.6,2254.1,5824.9,319.5,595.2,46.2,1.07,210.8,-53.5,,,,,,21.16,490.4,20.55,26.99,117.58,121.66,44.42,85.93,18.06,5.62,5.68,927,18716,426.57,59.2,3.56,,,,,,,,,
42,Hubei,1966,3602.66,501.49,3101.17,83.95,212.4,13.78,99.3,,45.77,169.3,,187.6,1201.92,44.93,15.72,352.7,338.54,1018.8,80.94,91.4,1887.9,5469.4,295.3,607.3,62.4,,239.4,-50,,,,,,24.58,501.1,26.5,32.54,125.71,163.93,71.6,113.8,23.53,8.59,8.06,,,484.66,64.86,3.54,,,,,,,,,
42,Hubei,1967,3687.97,505.67,3182.3,78.92,200,11.66,99.7,,43.65,161.4,,177.6,1122.33,44.45,18.39,367.24,353.59,988.23,74.3,101.1,,5183.6,296.9,643.3,67.2,,232.2,-42.5,,,,,,20.88,425.7,20.43,32.13,112.07,100.95,67.12,75.08,21.91,6.8,6.76,,,474.12,63.23,3.18,,,,,,,,,
42,Hubei,1968,3806.8,509.67,3297.13,73.12,184.3,7.12,99.9,,42.86,158.7,,170.7,1124.34,39.36,15.17,379.44,365.63,895.05,81.37,108.1,,4957,259.6,627.9,42.9,,198.5,-25,,,,,,16.59,336.1,12.67,26.09,85.15,44.58,26.66,50.31,16.68,4.44,4.46,,,467.99,65.85,1.61,,,,,,,,,
42,Hubei,1969,3922.34,505.49,3416.85,76.09,191.2,8.91,100.2,,39.52,141.4,,150.3,1025.42,29.21,14.29,376.2,362.18,846.63,81.14,123.2,,5061.6,250.2,593.2,61.5,,198.4,,,,,,,21.45,437.6,20.15,30.87,128.95,107.71,62.86,79.08,23,8.84,8.24,,,482.93,79.93,1.4,,,,,,,,,
42,Hubei,1970,4026.83,515.2,3511.63,88.15,242.6,15.2,100,,44.41,158.7,40.62,176.8,1268.67,29.64,14.93,377.21,362.42,1063.99,87.65,140,2150.2,5394.6,229.8,582.7,60.3,1.53,193.7,-10.1,,,,,,26.9,705.6,37.31,37.94,237.92,182.81,116.92,126.32,39.93,25.78,24.41,1188,27162,526,112.41,0.13,,,,,,,,,
42,Hubei,1971,4131.45,571.55,3560.4,100.12,276.1,19.51,99.6,,45.41,165.1,46.72,186.8,1334.6,28.58,19.46,374.95,226.14,1295.05,91.86,168.6,1997.7,5675.1,263.7,597.2,63.7,2.26,236.3,-10,,,,,,36.89,951.4,44.95,41.07,350.49,223.7,133.39,151.82,55.58,26.93,26.46,,,582.06,158.45,0.62,,,,,,,,,
42,Hubei,1972,4215.66,578.27,3637.39,102.84,281.4,22.81,99.4,,47.45,169.3,48.21,188.8,1357.38,27.96,19.3,379.76,245.2,1423.55,102.47,208.2,1998.4,5571.8,310.4,592.3,68.3,3.29,223,-10,,,,,,38.37,988.9,48.2,44.67,354.94,230,138.62,160.46,66.46,20.74,21,,,627.63,185.17,1.42,,,,,,,,,
42,Hubei,1973,4294.63,579.39,3715.24,113.29,309.5,24.79,100.3,,52.55,187.3,55.4,210.3,1474.03,40.23,20.44,379.74,243.47,1463.16,127,261.1,2123.5,5556.5,302,594.2,87.1,2.77,221.9,-25,,,,,,43.06,1108.2,58.58,48.65,333.19,255,167.9,172.49,71.11,18.31,17.28,,,721.69,170.81,1.95,,,,,,,,,
42,Hubei,1974,4348.79,600.87,3747.92,107.34,287.3,17.24,100.1,,56.8,196.1,,225.8,1575.76,47.98,16.61,373.37,242.31,1428.64,142.03,317.1,2226.1,5582.2,262.9,595.6,110.2,4.3,247.8,-35,,,,,,32.05,810.5,46.85,49.74,339.28,140.91,95.89,144.2,69.68,16.97,16.92,,,769.01,182.81,2.43,,,,,,,,,
42,Hubei,1975,4408.15,626.22,3781.93,120.1,320.2,24.05,99.9,,53.71,185.3,,218,1561.51,40.61,21.44,367.32,238.96,1477.32,147.59,382.5,2620.2,5578.9,286.8,596.5,115.8,3.99,253.9,-40,,,,,,45.48,1126.3,64.26,61.21,436.03,199.36,123.67,227.37,91.2,20.82,20.79,1260,35440,791.09,246.83,2.73,,,,,,,,,
42,Hubei,1976,4466.7,661.25,3805.45,114.64,303.4,17.16,100.1,,57.87,199.7,,235.1,1698.17,45.88,20.77,533.69,235.25,1592.48,140.55,451.9,2321.8,5584.7,283.3,589.3,123.3,4.58,269.6,-45,,,,,,34.48,837.8,55.49,54.89,456.98,127.46,94.34,205.73,75.5,27.82,28.8,,,799.93,334.55,3.07,,,,,,,,,
42,Hubei,1977,4520.88,679.67,3841.01,131.11,351.4,21.05,100.2,,57.52,197.9,,229.6,1616.52,44.05,19.47,347.1,231.09,1660.81,142.68,527.7,2326,5656.4,272.5,588.8,117.2,4.45,266.2,-50,,,,,,49.35,1258.5,68.3,65.83,564.28,150.84,106.19,257.52,78.38,36.2,37.85,,,782.89,377.66,3.97,,,,,,,,,
42,Hubei,1978,4574.91,690.23,3884.68,151,399,31.37,100.5,1470.6,61.11,204.6,,238.6,1725.6,36.67,23.71,345.76,230.51,1706.23,155.07,616.1,2597.9,5544.8,302.9,593.2,159.8,6.59,256.7,-30,,,,,269,63.71,1616.5,87.86,74.12,644.01,307.97,184.63,328.65,91.64,31.55,33.58,1440,45508,765.73,377.74,4.94,,,,,,,,,
42,Hubei,1979,4632.78,747.92,3884.68,188.46,461.3,31.62,101.4,,85.15,243.2,,260.5,1849.53,44.75,32.05,336.82,225.47,1748.76,177.52,717.2,2625,5489.3,355.3,578,44,7.19,302.6,-30,,,,,,73.03,1828.2,104.38,86.78,458.55,334.84,206.93,394.73,114.52,27.65,31.53,1502,44586,760.22,346.55,6.03,,,,,,,,,
43,Hunan,1950,3074.34,245.79,2828.55,,,2.15,,980.83,,,,75.3,747.95,1.09,9.69,249.77,249.77,416.82,13.66,0.1,1289.93,3292.52,137.71,73.74,,,,,,,,,54.86,,,0.9,3.25,93.88,,,,0.25,,1.03,950,3420,116.9,0.9,0.3,4204,90,87,123,540,52205,158324,57292,241333
43,Hunan,1951,3190.67,255.57,2935.1,,,3.15,105.6,1001.38,,,,83.7,833.4,2.93,8.24,254.12,254.12,527.26,14.47,0.2,1360.65,3369.35,103.39,159.47,,,,,0.09,0.092,,,64.12,,,1.67,4.15,159.34,,,,0.38,,1.34,950,3631,218.8,2,0.4,,,,,,,,,
43,Hunan,1952,3271.2,259.08,3012.12,27.81,100,4.07,97.4,989.38,18.72,100,16.75,100,1032.05,2.66,12.7,269.71,269.44,683.86,19.55,0.33,1538.27,4220.85,158.27,134.69,0.2,,,,12.25,12.45,,,76.72,3.43,100,2.22,5.48,175.63,0.03,,,0.77,,2.13,950,3790,274.9,2.3,0.6,,,,,,,,,
43,Hunan,1953,3349.7,260.55,3089.15,30.29,108.4,4.13,104.6,1014.03,18.48,99.9,,99.9,1034.1,1.89,12.97,282.87,282.16,730.33,19.16,0.38,1586.24,4401.19,157,122.02,0.1,,186.8,-56.5,22.16,13.88,0.004,,90.34,4.28,131.5,2.68,7.26,154,0.09,,,0.89,1.2,3.52,928,4231,295.9,2.4,0.7,,,,,,,,,
43,Hunan,1954,3429.02,277.21,3151.81,30.51,106.4,4.91,104.3,982.69,17.03,89.8,,88.6,928.4,0.42,7.31,281.82,280.99,674.49,18.14,0.43,1630.03,4735.31,134.81,106.25,0.97,,161.7,-4.8,55.6,55.52,0.082,,89.39,5.13,157.9,3.59,8.27,210.92,0.13,,,1.34,1.53,3.89,933,3452,276.4,2.2,0.8,,,,,,,,,
43,Hunan,1955,3472.83,327.94,3144.89,35.83,126.1,4.73,101,1061.22,21.13,110.3,,106.8,1126.75,1.69,9.07,274.69,274.19,572.45,13.43,0.76,1666.75,5160.78,215.9,95.73,2.4,,205.4,-76.6,63.82,60.5,3.311,0.011,74.72,5.76,190,4.3,8.25,233.42,0.29,,,1.54,1.73,3.37,933,4469,314.7,1.9,0.8,,,,,,,,,
43,Hunan,1956,3507.43,329.02,3178.41,37.93,132.9,5.23,101.1,1055.72,20.56,106.4,,100.3,1035.65,1.98,9.51,292.74,292.02,609.42,20.14,1.95,1716.85,5573.01,210.16,80.59,4.95,,174.8,-63.5,80,,66.2,13.8,101.21,6.57,226.8,6.1,10.06,300.83,0.54,,,2.17,2.71,3.89,933,5430,383.7,2.2,1.2,,,,,,,,,
43,Hunan,1957,3603.24,314.67,3288.57,45.2,153,5.53,102.5,1134.13,26.41,129.2,,112.9,1132.4,2.16,10.02,306.38,305.74,737.78,22.52,2.45,1777.03,5583.44,195.69,80.7,5.18,,193.9,-48.8,,,,,93.05,7.45,253.3,5.87,10.92,341.15,0.71,,,2.51,2.59,3.8,919,6437,385.2,2.6,1.4,,,,,,,,,
43,Hunan,1958,3672.72,352.78,3319.94,55.85,183.4,10.47,100.2,898.17,26.65,130.8,,122.8,1227.6,2.37,15.59,311.8,310.62,814.59,49.06,7.44,1849.99,5991.49,236.45,73.77,11.25,,243.5,-60.7,,,,,251.1,16.63,522.4,14.89,14.7,835,2.83,0.02,15.57,4.27,7.93,11.42,919,11282,525.7,7.9,2.2,,,,,,,,,
43,Hunan,1959,3691.95,494.52,3197.43,61.95,199.5,13.8,100.1,861.58,23.6,113.4,,115.3,1108.75,3.25,10.47,308.62,307.3,583.59,41.08,14.58,1716.96,5457.07,201.75,110.38,12.84,,269.7,-94.4,,,,,258.27,21.57,660.9,22.05,18.19,940,8.7,3.3,10.83,7.8,11.69,14.19,1007,15326,528.8,6.2,2.8,,,,,,,,,
43,Hunan,1960,3596.37,404.63,3164.74,64.07,197.5,15.17,107.1,1023.93,20.58,90.4,,99.7,802.4,2.1,9.15,291.51,290.12,439.11,32.59,22.43,1935.57,5748.49,219.72,87.41,15.85,,186.9,-42.9,,,,,199.05,25.47,765.8,28.42,17,1054,20.08,13.67,16.03,13.28,14.23,15.05,1127,17223,573.4,12.7,3.9,,,,,,,,,
43,Hunan,1961,3507.98,477.73,3030.25,46.64,127.4,8.5,132.4,1053.45,20.78,82.8,,87.3,803.4,1.51,4.59,262.33,261.24,341.07,22.48,24.6,1957.07,4990.55,110.91,76.15,9.36,,146.1,-18.5,,,,,128.89,11.69,332,12.02,12.24,680,3.71,3.6,8.2,9.88,4.36,4.93,1193,17340,448.3,4.3,3.4,,,,,,,,,
43,Hunan,1962,3600.26,384.66,3215.6,51.19,131.3,8.77,111.8,1180.33,27.17,101.7,,105.6,1024.5,1.88,6.38,258.08,257.2,533.02,31.86,26.57,1984.41,5032.83,135.02,71.5,12.35,,168.4,-27.3,,,,,98.04,10.59,284.3,9.25,11.44,549,1.78,3.61,6.33,9.86,2.3,3.28,1193,17340,376.1,2.2,2.9,,,,,,,,,
43,Hunan,1963,3715.2,375.34,3339.86,48.08,126.5,8.09,85,1222.67,25.11,92.7,,95,909.3,2.93,8.55,265.93,265.01,847.73,46.79,29.06,2019.75,5015.35,152.04,83.84,23.91,0.5,157.4,-15,,,,,111.47,11.37,306.7,10.82,11.13,544.19,1.74,5.99,8.76,11.68,3.02,4.35,1193,18466,385.9,2,2.6,,,,,,,,,
43,Hunan,1964,3785.13,429.54,3355.59,57.36,150.3,9.12,94.2,1274.86,30.41,107.1,,106.2,1086.65,3.5,8.46,278.37,277.76,940.2,50.1,33.91,2084.79,5343.95,171.17,117.75,32.75,0.46,187.7,-45,,,,,116.73,15.6,432.6,13.58,12.82,525.14,2.1,6.97,18.09,13.51,4.69,5.48,1193,19487,494.8,1.9,2.1,,,,,,,,,
43,Hunan,1965,3901.47,405.64,3495.83,65.32,170.1,10.05,89.6,1305.83,34,111.7,,110.7,1102.2,5,12.73,289.85,289.32,916.97,47.85,42.89,2163.53,5545.41,177.91,150.94,53.15,0.91,189.5,-45,,,,,124.66,19.17,558.4,18.4,16.03,529.89,4.07,12.43,28.27,17.71,5.77,6.9,1416,20979,497.7,2.3,2.2,,,,,,,,,
43,Hunan,1966,4009.65,411.87,3597.78,72.73,191.9,10.96,99.7,1355.48,37.3,121.9,,127.6,1263.25,7.37,10.92,301.51,300.97,1015.56,47.05,54.47,2202.64,5556.67,195.21,196.54,90.17,1.41,201.9,-50,,,,,129.72,22.16,669.8,26.42,18.83,674.8,7.71,26.25,34.95,22.85,6.78,8.65,1443,22726,550.6,3.1,1.9,,,,,,,,,
43,Hunan,1967,4122.56,429.4,3693.16,73.51,192.5,8.86,100.1,1405.14,40.07,130.9,,133.5,1274.6,6.79,13.13,305.1,304.56,1054.08,41.5,55.66,2262,5541.47,189.73,178.56,86.2,1.58,163,-35,,,,,135.05,19.89,610.1,21.87,19.05,646.85,6.51,11.73,31.82,23.3,6.17,6.7,1464,23875,518,2.4,1.6,,,,,,,,,
43,Hunan,1968,4238.65,446.93,3791.72,75.67,189.8,6.92,100.1,1456.39,44.85,142.2,,142.1,1317.5,6.69,11.69,310.72,310.2,1086.78,45,63.93,2286.15,5105.39,131.98,139.07,75.19,1.78,199.6,-45,,,,,140.79,17.31,512,15.7,17.08,546.91,2.48,6.06,26.15,22,3.31,4.37,1464,25148,476.9,1.4,1.1,,,,,,,,,
43,Hunan,1969,4358.01,464.46,3893.55,81.26,210,9.81,99.9,1511.41,44.08,138.2,,139.1,1309.95,5.51,12.86,311.75,311.21,1040.49,42.38,72.95,2307.52,5175.16,123.93,139.35,101.41,2,196.8,-45,,,,,151.7,21.98,684.2,24.49,22.18,778.99,5.83,16.78,53.6,29.92,6.62,8.01,1464,27028,480.1,0.2,0.7,,,,,,,,,
43,Hunan,1970,4480.76,481.97,3998.79,93.05,247,14.95,100.5,1564.21,44.62,139.5,,146.8,1481.3,6.59,11.3,317.39,316.56,1249.88,42.37,89.5,2343.68,5385.29,122.64,181.32,121.71,4.81,221.9,-45,,,,,179.69,31.98,1005.8,43.22,25.58,1103.81,13.75,26.97,98.75,40.83,12.67,17.86,1464,29437,516.9,0.8,0.4,,,,,,,,,
43,Hunan,1971,4598.27,470.86,4127.41,99.1,261,17.71,99.6,1624.3,46.31,140.3,,150.5,1643.85,5.25,13.15,325.1,323.9,1572.92,45.76,106.68,2377.67,5680.79,147.51,172.55,130.29,3.27,222.7,-47.5,,,,,206.63,35.33,1122.5,46.31,27.57,1393.17,29.66,33.28,144.79,44.97,15.3,21.38,1538,32066,563.3,1.3,0.3,,,,,,,,,
43,Hunan,1972,4700.56,489.75,4210.81,107.01,281.8,18.43,99.9,1683.6,47.73,142.8,,155.5,1628.45,6.29,15.2,332.46,331.66,1645.17,52.08,132.77,2430.93,5785.05,201.67,184.45,167.99,4.68,206.7,-45,,,,,227.31,39.91,1283.9,54.6,30.87,1599.62,39.08,31.42,160.59,52.04,11.5,16.07,1937,32824,650.8,1.6,1,,,,,,,,,
43,Hunan,1973,4809.79,506.49,4303.3,115.8,300.9,21.72,100,1718.66,51.91,154.2,,175,1751.8,8.01,12.4,331.61,330.78,1671.65,65.89,153.42,2483.15,5836.07,179.97,189.63,198.07,4.14,236.6,-51.5,,,,,226.17,43.35,1361.2,60.91,34.18,1666.02,48.06,38.05,188.5,68.55,12.58,17.05,2053,35978,711.4,2.7,1.7,,,,,,,,,
43,Hunan,1974,4900.86,522.34,4378.52,108.17,278.8,13.89,100,1732.28,53.17,157.9,,179,1756.45,10.69,12.43,333.92,332.66,1682.43,74.61,186.16,2503.94,5715.69,148.32,189.59,177.56,6.46,236.1,-65,,,,,236.13,34.87,1071.5,42.49,32.54,1492.48,13.5,13.43,141.54,52.71,14.18,16.15,2065,38331,809.7,3.5,2.2,,,,,,,,,
43,Hunan,1975,4991.36,531.82,4459.54,118.4,307.6,18.27,100,1742.28,54.97,162.4,,188.6,1842.85,9.64,13.97,337.68,336.16,1781.58,78.32,233.18,2583.35,5711.86,161.96,185.47,193.84,6.82,247.3,-60,,,,,257.39,41.96,1325.9,60.55,39.07,1842.48,31.55,25.51,220.93,68.24,17.76,18.41,2065,46803,837.5,3.7,2.4,,,,,,,,,
43,Hunan,1976,5056.81,544.71,4512.1,118.53,306,16.02,100.1,1759.48,55.07,162.5,,191,1845.75,10.15,14.28,327.85,326.38,1919.56,74.56,283.42,2617.13,5804.17,171.79,183.53,194.25,6.96,245.9,-65,,,,,266.42,41.47,1290.1,56.61,39.41,1885.17,17.44,14.09,222.53,68.52,18.32,16.84,2065,49943,842.7,3.2,2.6,,,,,,,,,
43,Hunan,1977,5111.83,561.21,4550.62,129.17,335.3,20.88,100.1,1775.31,55.95,165,,192,1841.45,9.63,11.73,317.73,316.3,1923.23,68.39,349.56,2657.09,5780.73,165.53,188.54,202.95,7.36,251.2,-55,,,,,273.17,49.59,1562,70.95,47.05,2277.13,37.5,28.4,285.83,79.84,11.08,15.46,2065,54420,825.7,3.1,2.8,,,,,,,,,
43,Hunan,1978,5165.91,593.86,4572.05,146.99,390.3,27.98,100,1788.17,59.83,184.3,61.55,217.4,2087.9,7.56,19.71,322.16,320.41,1944.92,72.96,428.64,2691.34,5829.43,234.13,182.31,271.9,8.78,260.3,-50,,,,,305.37,59.82,1903,85.93,52.65,2671.98,62.44,52.3,344.75,93.54,14.27,20.15,2065,59541,829.3,3.5,3.6,,,,,,,,,
43,Hunan,1979,5223.05,639.6,4583.45,178.01,425.7,28.63,102,1798.27,79.4,196.8,,226.9,2218.15,9.37,28.49,329.68,327.16,2120.47,87.66,507.67,2730.43,5704.21,306.06,160.82,325.23,9.26,287.9,-50,,,,,325.7,68.42,2119.1,96.19,59.8,2587.41,73.16,73.08,431,106.72,15.42,25.29,1681,54678,930.3,5.4,4.3,,,,,,,,,
44,Guangdong,1950,2848.88,503.47,2345.41,22.19,73.7,3.23,,,12.51,77.9,12.73,103.8,690.75,,12.99,,,,,,640.5,4852.6,,,,,,,,,,,,3.87,61.8,,,12,0.03,,4.83,0.87,,0.15,561,4435,176.87,14.51,0.85,9218,65,106,290,1925,149484,854510,201837,1023511
44,Guangdong,1951,2871.54,,,25.69,86,5.61,98.2,,13.78,88.2,13.81,112.6,733.85,,13.45,,,,,,657.3,4887.4,,,,,,,,,,,,5.14,85.4,,,15.3,,0.02,13.22,1.02,,0.56,559,5210,246.91,16.12,0.72,,,,,,,,,
44,Guangdong,1952,2910.45,512.93,2397.52,29.52,100,7.15,99.8,1013.42,14.39,100,14.31,125.7,797.4,,13.68,303.42,,477.86,3.73,,684.7,4942.6,,,,,,,13.29,13.29,,,69.22,6.7,100,,,18.88,0.08,0.03,15.09,1.22,,0.93,559,7557,300,22.56,1,,,,,,,,,
44,Guangdong,1953,2982.74,,,41.23,114.9,8.32,101,,21.03,106,16.64,135.7,870.5,,13.71,322.16,,547.07,4.08,,725,5123.1,,,,,205.7,-21.6,17.3,17.3,,,,9.26,141,,,25.82,,0.15,25.13,1.58,3.14,2.18,546,7978,294.13,24.95,,,,,,,,,,
44,Guangdong,1954,3087.58,,,46.8,126.1,9.57,99.7,,24.35,116.6,18.2,148.5,921.9,,17.43,340.09,,584.58,4.77,,779.5,5244.7,,,,,254.4,-36.9,44.42,44.07,0.357,,,9.75,152.1,,,39.98,,0.13,30.46,1.97,2.28,1.82,546,8151,295.49,27.87,,,,,,,,,,
44,Guangdong,1955,3150.55,,,47.59,128.4,9.72,100.3,,24.44,120.8,18.57,151.5,923.65,,15.73,348.34,,543.83,5.79,,862,5428.1,,,,,219.4,-6.3,50.97,44.31,6.661,,,10.16,159.5,,,56.16,,0.21,32.28,2.32,2.35,2.19,631,9658,286.62,27.33,,,,,,,,,,
44,Guangdong,1956,3214.2,,,53.04,138.6,9。59,99.6,,27.02,127.1,20.29,165.5,988.2,,17.32,349.58,,535.25,8.28,,988.9,5553.8,,,,,199.9,-7.8,91.8,,47.7,44.1,,11.69,196.5,,,79.28,,0.19,36.81,2.99,3.47,2.99,631,10901,342.9,38.09,,,,,,,,,,
44,Guangdong,1957,3301.79,597.13,2704.66,58.64,151.7,10.45,102.3,,28.84,142.6,20.59,167.9,1007.15,,17.43,331.28,,721.78,11.98,,1123.4,5386.7,,,,,206.1,-10,,,,,115.9,14.6,220.3,,,86.74,0.69,0.26,31.97,3.75,4.23,3.59,631,13491,434.52,43.24,1.46,,,,,,,,,
44,Guangdong,1958,3371.77,,,67.09,167,17.64,100.6,1238.27,30.44,141.6,21.21,173,975.55,,19.25,316.56,,6980.95,13.99,,1297.2,4752.5,,,,,231.2,-44.6,,,,,,19.15,322.6,,,248.99,,4.21,38,5.34,9.83,8.09,631,22323,484.98,63.5,2.57,,,,,,,,,
44,Guangdong,1959,3433.44,,,73.5,171.1,20.14,101.2,,27.39,120.1,17.65,144,830.55,,13.55,301.48,,528.53,16.58,,1414.5,4263.9,,,,,274.1,-18,,,,,,26.68,438.5,,,436.45,,4.31,49.47,8.22,12.33,11.84,695,25353,512.77,72.26,3.48,,,,,,,,,
44,Guangdong,1960,3471.43,,,72.76,166.5,19.51,101.1,,25.5,110.5,17.36,141.6,814.05,,9.84,283,,453.11,17.12,,1557.9,4724.7,,,,,247.3,-21.6,,,,,,28.12,467,,,505.87,,8.08,72.5,10.43,14.83,12.93,701,26729,518.36,76.82,4.37,,,,,,,,,
44,Guangdong,1961,3490.93,,,62.18,129.9,11.49,112.1,,28.24,101.3,16.32,133.1,829.25,,11.09,273.18,,414.84,15.41,,1641.5,4814.2,,,,,216.5,-23.6,,,,,,18.93,296.5,,,300.07,,2.37,44.46,10.87,6.23,4.72,699,25039,503.65,60.29,4.27,,,,,,,,,
44,Guangdong,1962,3575.38,658.46,2916.92,72.39,143.3,13.26,100.5,,31.03,121.7,17.91,146.1,929.6,,16.08,270.46,,543.22,14.7,,1747.9,4767.5,,,,,209.8,-24.9,,,,,26.53,23.16,279.7,,,200.42,4.2,1.2,43.06,11.87,3.98,5,799,24938,481.59,50.41,3.52,,,,,,,,,
44,Guangdong,1963,3670.46,,,81.81,163.5,15.93,98.1,1314.92,36.78,138.5,20.16,164.4,1019.2,,17.03,280.05,,785.97,17.16,,1923,4596.8,,,,,233.3,-33.5,,,,,,23.25,321.7,,,156.42,,1.08,52.25,13.94,5.21,6.62,799,26069,483.72,47.73,3.11,,,,,,,,,
44,Guangdong,1964,3754.77,,,81.63,186.5,19.75,96.8,,37.02,150.2,21.26,173.4,1059.85,,20.88,288.79,,1099.48,18.67,,2033.8,4634.3,,,,,243.9,-40,,,,,,24.12,414,,,147.4,,2.65,78.75,17.15,7.41,6.5,799,26744,615.12,58.62,3.84,,,,,,,,,
44,Guangdong,1965,3865.51,679.99,3185.52,87,207.8,19.59,98.6,,37.29,167.5,24.68,201.3,1227.65,,26.49,298.61,,1161.82,17.16,,2127.5,4589.6,,,,,258.3,-47.1,,,,,152.08,27.83,480.2,,,156.83,13.18,5.7,98.83,22.23,7.3,6.77,799,26335,704.24,68.82,2.77,,,,,,,,,
44,Guangdong,1966,3969.34,,,96.4,215.4,20.04,99.6,1279.92,41.04,168,25.54,208.3,1226.6,,27.99,299.2,,1189.1,17.92,,1872.9,4569.3,,,,,268.1,-52.5,,,,,,32.81,515.2,,,178.75,,7.15,113.02,26.36,6.27,5.73,799,28632,640.26,74.98,2.3,,,,,,,,,
44,Guangdong,1967,4070.84,,,95.99,215.8,16.68,100.3,,41.82,171.3,26.52,216.3,1273.9,,34.52,296.36,,1255.56,13.14,,1903.1,4692.3,,,,,276.1,-52.5,,,,,,31.56,502.8,,,158.17,,4.65,98.97,25.35,5.09,3.93,799,29686,859.04,69.81,,,,,,,,,,
44,Guangdong,1968,4189.51,,,87.29,194.6,13.69,99.8,,38.81,154.2,25.06,204.4,1207.75,,26.65,301.31,,1213.48,15.53,,1928.4,4474.2,,,,,270,-52.5,,,,,,28.46,464.7,,,166,,2.74,70.52,22.36,3.53,2.9,799,29837,547.76,119.13,,,,,,,,,,
44,Guangdong,1969,4291.15,,,98.61,224,19.63,99.7,,39.59,164.4,25.92,211.4,1295.11,,37.16,309.11,,1252.91,14.34,,1952.2,4520.6,,,,,298.2,-70,,,,,,36.56,613.3,,,223.59,,7.17,122.8,32.09,5.54,4.78,799,31879,578.2,164.31,,,,,,,,,,
