pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
36,Jiangxi,1973,2810.5,471,2339,66.84,239.8,10.36,99.9,910,31.13,149,,172.3,941.97,3.25,10.48,222.1,,871.8,,116.7,1740.7,3895.5,227.7,117.9,18.6,2.27,170.2,-12.5,,,,,126.9,22.36,1149.2,29.32,24.46,1027.98,21.4,18.98,69.26,33.79,6.9,6.5,,28680,436.64,85.89,0.39,,,,,,,,,
36,Jiangxi,1974,2888.3,480,2408,64.73,230.7,6.57,100,940.6,32.4,155,,180.8,986.38,4.28,12.73,222.3,,840.3,,132.7,1805,3879.2,232.5,108.6,14.1,2.29,171.2,-12.5,,,,,130.3,18.37,948.8,23.9,21.16,869.6,8.57,14.15,67.3,27.43,5.97,5.6,,29318,481.59,89.64,0.75,,,,,,,,,
36,Jiangxi,1975,2968.5,492,2477,68.12,253.5,7.86,100,954.9,33.4,167,32.98,190.8,1056.79,3.86,14.57,222.1,,847.2,6.2,149.5,1850.9,3871.3,251.7,104.9,12.4,2.85,182.2,-12.5,,,,,134,19.88,1017.9,27.98,23.6,1037.72,14.74,15.14,88.41,34.88,5.89,5.4,,33924,510.69,112.34,0.94,,,,,,,,,
36,Jiangxi,1976,3048.2,502,2546,64.34,235.2,5.19,100,961,32.09,156,,185.2,1025,4,12.32,214.1,,873.8,5.6,178.9,1884.1,3823.5,232.9,111.7,13,2.92,166.2,-50,,,,,139,17.98,922,24,21.31,1098.63,6.33,11.86,79.24,32.38,5.13,4.7,,35699,530.59,150.12,1.2,,,,,,,,,
36,Jiangxi,1977,3118,520,2598,74.78,264.9,7.62,100.2,959.1,34.23,165.6,,195.3,1089,3.62,13.56,209,,903.8,5.3,209.2,1631,3882.9,253.9,111.3,14.2,2.98,186.2,-33.5,,,,,156,24.2,1262.6,33.82,27.22,1362.07,19.02,18.54,120.48,39.72,5.57,5.2,,30000,527.94,174.99,1.29,,,,,,,,,
36,Jiangxi,1978,3182.8,533,2650,87,300,12.22,100.1,968.7,36.18,165.3,34.96,198.7,1125.74,3.48,13.49,209.8,,944.3,6.4,261.9,1641.1,3820.8,270.8,114.3,23,3.6,157.2,-15,,,,,163.4,33.08,1592.2,39.76,31.09,1435.5,25.64,24.5,155.56,45.31,8.51,8.1,1184,30245,513.77,175.51,2.18,,,,,,,,,
36,Jiangxi,1979,3229,563,2666,104.15,347.3,11.78,101.3,1015.3,48.7,190.7,45.83,228.5,1296.5,4.35,19.92,211.5,,1004.7,10.5,306.1,1656,3844,329.7,98.9,31.3,3.97,195.4,-15,,,,,163.9,36.41,1845.7,44.06,34.37,1567.61,27.65,37.54,189.7,51.11,8.63,8.4,,30650,513.2,162.53,2.91,,,,,,,,,
37,Shandong,1950,4640,261,4379,,,4.43,101.8,,,,21.02,80.7,1033.5,10.3,66,416.9,,295.4,155.6,0.4,269.2,11316,503.1,517.8,,,,,31.97,31.97,,,,,,1.88,11.65,222.1,0.08,0.11,0.42,2.55,,0.38,953,6402,,,,5941,59,106,196,801,89876,517310,97421,825562
37,Shandong,1951,4732,272,4460,,,7,115.6,,,,26.17,82.8,1023.5,12.4,73.4,441.1,,358.4,175.6,0.6,300.3,11295,527.6,710.3,,,,,34.97,34.97,0.0013,,,,,2.63,14.2,264.4,0.17,0.17,0.83,2.96,,0.64,954,7396,,,,,,,,,,,,
37,Shandong,1952,4827,289,4538,43.81,100,7.63,100.4,1505,29.55,100,31.16,100,1199,16.9,84.5,464.6,,527.2,207.3,1.2,342.2,11702,578,697,4,,,,54.24,54.16,0.08,,,7.27,100,3.17,17.74,362,0.36,1.67,1.08,3.48,,1.31,954,7669,,,,,,,,,,,,
37,Shandong,1953,4924,304,4620,45.79,102.1,7.98,103.8,,28.23,92.7,28.31,88.2,1049.5,13.1,80.3,488,,448.1,215.4,1.2,370.8,11772,584.8,637.3,7.3,,201.5,5.8,48.68,48.45,0.223,,,9.3,127.8,4.34,22.18,362.6,0.59,0.39,1.56,4.2,2.14,2.27,956,8333,,,,,,,,,,,,
37,Shandong,1954,5052,320,4732,52.98,116.4,8.84,103.1,,32.48,104.7,33.03,100.9,1247,15.5,105,518.7,,330.1,226.3,1.3,400.3,11945,686.2,618.2,11.1,,295.5,-21.1,67.9,64.44,3.454,,,10.98,148.5,5.73,25.08,411.2,1.43,0.54,1.98,5.21,2.13,2.21,956,8507,,,,,,,,,,,,
37,Shandong,1955,5174,378,4796,57.78,127.5,8.93,100.2,,35.52,115.6,35.4,109.3,1276,20.9,106.1,540.8,,359.4,276.1,2.1,462.2,11566,713.2,755,15.1,,273.8,-11.6,67.32,48.89,18.428,,,11.42,155.3,6.67,25.02,479.8,1.68,0.61,2.24,5.32,1.79,1.98,956,9070,,,,,,,,,,,,
37,Shandong,1956,5256,385,4871,63.13,142.5,10.31,100.7,,35.67,116.1,36.53,117.8,1372,21.7,129.9,487.1,,496.5,367.2,3.6,645,11374,790.3,833.2,17.2,,252.6,-31,93.3,,26.1,67.2,,16.34,236.5,10.78,28.97,541.2,1.97,2.75,4.22,6.47,3.9,4.17,1139,10669,,,,,,,,,,,,
37,Shandong,1957,5373,437,4936,61.39,137.5,10.73,101.7,1568,31.95,101.6,30.36,100.8,1126,17.4,70,431.4,,700,454.1,4.3,771.3,11494,742,774,19.8,,220.4,16.6,,,,,,17.59,262,9.04,27.39,616.5,2.12,3.62,0.32,7.01,4.69,3.94,1154,13425,,,,,,,,,,,,
37,Shandong,1958,5422,612,4810,72.97,163.2,21.1,100.1,1347,33.94,107.7,36.64,121.8,1226,21.2,78.4,367.6,,611.9,304.4,15.1,910.3,10508,593.2,707.1,22.3,,288.8,6.5,,,,,,23.73,349.5,24.12,35.82,1373.4,5.33,7.51,17.49,10.91,10.65,10.64,1136,19734,,,,,,,,,,,,
37,Shandong,1959,5373,579,4794,75.96,169.6,24.75,101,1076,28.73,90.4,34.31,115,1049,16.3,44.8,328.9,,587.3,331.7,19.2,973.6,9639,380.4,675.3,27.3,0.1,346,-4.9,,,,,,27.86,410.3,32.12,48.75,2304,22.06,13.53,14.73,16.81,12.17,12.22,1135,21980,,,,,,,,,,,,
37,Shandong,1960,5188,546,4642,71.37,149.2,26.38,100.5,1247,20.61,63.6,23.24,71.9,829.5,7.8,21.8,288.4,,413.8,374.4,40.1,993,10033,301.7,616.7,27.6,0.1,215.1,26.4,,,,,,31.07,394.7,51.43,41.7,2699,35.8,25.02,37.46,26.2,14.79,14.97,1168,20780,,,,,,,,,,,,
37,Shandong,1961,5265,461,4804,63.4,116.5,16.57,105.8,1492,26.44,65.3,28.11,69.7,840.5,3.1,39.7,260.1,,448.5,641.5,47.6,952.9,9797,307.5,394.1,19.2,0.2,196.6,22.3,,,,,,20.19,269.2,21.44,24.02,1792,15.1,15.03,13.4,20.19,4.16,4.15,1168,20143,,,,,,,,,,,,
37,Shandong,1962,5426,411,5015,64.38,113.5,12.55,100.4,1663,30.42,69.7,32.71,71.8,910,3.9,42.4,258.8,,704.8,704.2,48.7,958.7,9920,379,377,13.1,0.4,201.4,6.3,,,,,,16.91,214.8,13.94,21.17,1458,5.9,3.82,10.86,17.68,2.28,3.29,1168,15766,,,,,,,,,,,,
37,Shandong,1963,5585,434,5151,67.61,126,15.11,100.8,1688,33.47,82,33.33,80.4,992.5,8.6,51.1,272.5,,819.4,559.3,51.2,1028.1,10102,400.1,516,30.5,0.5,217.4,0.2,,,,,,19.09,245.3,14.46,23.58,1545,5.2,4.83,19.53,18.1,4.02,5.96,1168,16915,,,,,,,,,,,,
37,Shandong,1964,5606,445,5161,71.66,140.4,15.54,98.7,1744,33.05,84.7,33.02,84.4,1132.5,12.1,64.3,282.3,,694.6,397.2,53.8,1162.9,10023,489.8,670.8,38.5,0.5,196.4,16.5,,,,,,23.43,311.5,18.39,28.88,1596,9.33,6.98,42.22,20.69,5.23,6.55,1168,18032,,,,,,,,,,,,
37,Shandong,1965,5711,453,5258,86.25,171.3,16.48,97.6,1833,42.24,107.2,42.79,108.6,1332,19.9,67.1,302.8,,850.4,309.7,70.4,1511.3,9940,483,683,56.4,1.3,205,25,,,,,,28.96,405,24.33,36.93,1740,13.05,9.6,76.5,24.71,4.96,6.18,1208,22176,,,,,,,,,,,,
37,Shandong,1966,5851,453,5398,97.85,199.2,18.77,99.5,1949,46.99,122.4,46,119.9,1470,20.2,97.3,336.8,,1384.3,325.7,80.6,1906.9,9574,586.2,673.8,94.8,2.5,215.6,-0.3,,,,,,34.44,499.8,32.39,44.29,1985,21.69,22.86,106.11,34.92,6.29,8.06,1261,23273,,,,,,,,,,,,
37,Shandong,1967,5968,454,5514,99.44,203.8,19.05,100.1,1937,46.71,121.7,45.98,120.2,1466,21.8,82.2,368.8,,1294.6,388.1,104.9,2077,9373,607.9,700.7,104.4,2.8,213.1,,,,,,,35.43,538.8,43.19,49.64,1846,21.8,22.3,91.16,39.53,5.36,6.25,1266,24209,,,,,,,,,,,,
37,Shandong,1968,6086,455,5631,99.34,201.8,20.07,100,1948,44.46,112.3,42.32,108.3,1282.5,22.7,69.2,391.8,,1045.4,467.6,126.6,2197.7,9182,559.1,696.4,90.3,3.8,186.8,30,,,,,,37.43,565.2,38.84,50.65,2030,24.28,24.4,96.74,41.19,5.32,5.55,1276,25511,,,,,,,,,,,,
37,Shandong,1969,6265,457,5808,108.17,217.5,19.83,99.6,2021,50.16,124.9,49.22,122.6,1449.5,23.9,47,385.9,,905.1,441.5,151.6,2306.3,9410,519.8,685.6,94,4.3,189.3,,,,,,,39.56,597.4,42.29,49.66,1531,21.19,22.97,96.89,43.34,6.6,6.78,1276,27471,,,,,,,,,,,,
37,Shandong,1970,6441,475,5966,126.31,251.6,30.94,99.2,2211,52.23,129.3,55.62,132.1,1465,27.3,78.5,393.6,,1148.7,516.7,198.3,2502.7,9345,501,701,129,4.4,192.2,,,,,,,53.71,753.3,61.44,62.22,2403,29.65,29.22,136.64,55.27,9.53,9.92,1276,29159,,,,,,,,,,,,
37,Shandong,1971,6568,530,6038,139.69,290.8,41.11,99.9,2372,56.33,135.6,60.86,141.4,1607,24.3,92.7,383.1,,1594.6,438.2,268.6,2927.3,9448,537,656.6,152.2,4.9,204.2,10,,,,,,61.5,1004.9,65.56,64.98,2644,43.6,32.98,170.55,67.7,12.08,13.25,1276,29903,,,,,,,,,,,,
37,Shandong,1972,6683,526,6157,146.52,315.2,43.04,99.7,2362,59.11,139.7,65.14,145.4,1735,19.6,74.9,378.4,,1516.7,367.5,365.9,3245.4,9573,548.1,609.7,174.7,5.8,235.2,,,,,,217.9,63.22,1125.5,73.62,68.78,2791,46.9,36.65,216.93,77.27,14.06,14.8,1276,30369,,,,,,,,,,,,
37,Shandong,1973,6793,542,6251,154.33,332.5,44.92,99.9,2486,61.92,146.1,68.26,152.5,1917,26.3,87.4,379.6,,1384.5,394,461.5,3437.6,9471,513.4,654.7,187.2,6,251.1,-12.5,,,,,220.2,65.99,1180.6,78.36,71.55,2570,49.81,39.32,239.76,82.84,16.14,17.3,1276,30369,,,,,,,,,,,,
37,Shandong,1974,6876,549,6327,130.81,280,26.95,99.9,2489,59.19,139.8,61.48,138.3,1683,19,83.4,377.6,,1532.3,486.8,555.4,3620.9,9307,544.2,647,131.6,6.3,210.8,-12.5,,,,,,47.44,854.8,54.13,55.22,1431,15.83,16.69,159.71,64.35,13.27,13.88,1276,31050,,,,,,,,,,,,
37,Shandong,1975,6971,563,6408,166.19,361.8,45.97,100.1,2475,65.54,154.6,75.64,169.6,2170,24.1,84.2,370.2,,2002.1,522,662.1,3804.9,9205,555,630,182.9,7.8,280.7,-12.5,,,,,,75.31,1366,94.75,83.06,2851,53.19,41.22,279.55,96.64,18.57,20.36,1275,31712,,,,,,,,,,,,
37,Shandong,1976,7038,583,6455,179.58,380.6,49.67,100.1,2426,68.88,162,80.12,171.1,2241,15.8,58.5,360.2,,2264.2,552.6,776.5,4039.3,9147,555.2,641.9,239.7,11,317.8,-50,,,,,,84.7,1452.1,115.23,96.37,3336,56.3,45.06,329,119.93,20.15,20.03,1386,32978,,,,,,,,,,,,
37,Shandong,1977,7099,592,6507,207.07,423.6,55.96,99.9,2428,9.01,185.7,78.4,167.1,2099,14.9,67.7,353.2,,2040.6,614.9,923.2,4270.3,8856,534.1,626,298.9,11.9,282.4,-25,,,,,,95.34,1553.7,137.29,116.61,3819,65.82,49.6,399,136.48,17.37,18.18,1386,33629,,,,,,,,,,,,
37,Shandong,1978,7160,627,6533,225.45,466.4,64.13,100.4,2350.9,75.06,174.6,83.71,178.2,2288,15.4,95.9,349,,1992.1,756.4,1084.6,4414.8,8808,538,627,77.9,14.1,276.3,-15,,,,,366.6,119.35,1948.3,156.14,128.41,4200,82,63.4,469,155.86,26.27,41.87,1385,34244,,,,,,,,,,,,
37,Shandong,1979,7232,661,6570,251.6,497.2,56.99,101.6,,91.12,188.9,111.33,95.7,2472,16.7,109.1,344.1,,2117.6,925.8,1244.8,4404.8,8735,605,543,114.4,16.1,351.1,-15,,,,,,127.68,2071,158.76,139.07,4438,85,69.93,524,170.96,25.99,61.35,1388,5139,,,,,,,,,,,,
41,Henan,1950,4282,293,3989,14.6,69.7,2.73,,1550,16.27,72.4,15.59,74.3,842,7.94,20.78,577.5,481,178.8,113.5,,502.67,11450.67,494,516.67,,,,,10.88,10.88,,,43,4.54,52.8,0.78,2.77,152,,,,0.12,,0.05,1224,4606,212.2,7.28,0.19,3390,18,26,53,147,52567,102060,25803,179843
41,Henan,1951,4342,318,4024,32.85,94.2,3.59,,1526,22.23,98.9,21.26,101,1052.5,11.54,31.36,618.4,520,201.4,126.5,,614.67,11814.67,584.67,678.67,,,,,34.5,34.5,0.0004,,59,6.19,72.3,1.2,4.2,223,,,,0.21,,0.74,1225,5397,343.45,10.46,0.15,,,,,,,,,
41,Henan,1952,4371,342,4029,36.09,100,4.39,,1511,22.46,100,21.04,100,1007,13.22,33.5,684.4,561,322.7,163.3,0.2,789.33,12276,685.33,734.67,0.08,,,,29.97,43.49,0.026,,74,8.23,100,1.8,7.03,330,,,,0.4,,0.75,1225,5766,433.36,17.15,0.26,,,,,,,,,
41,Henan,1953,4425,368,4057,41.3,107,5.07,,1463,25.08,103.7,24.06,106.2,1091,12.23,34.94,729.4,562,396.3,193.6,,802,12746,624,708.67,,,217.1,13.3,41.87,41.72,0.146,,131,10.16,126.3,2.24,8.37,379,,,,0.59,2.23,1.86,1228,6342,432.64,21.16,0.31,,,,,,,,,
41,Henan,1954,4560,390,4170,44.02,112.8,6.76,,1454,26.45,107.7,26,113.1,1142.5,13.64,26.42,783.9,631.5,388.4,198.2,,866,12955.33,616,734,,,243.8,-45.1,58.31,56.8,1.503,,149,10.88,141.5,2.91,9.6,431,,,,1.09,2.83,2.87,1225,6294,438,25.53,0.43,,,,,,,,,
41,Henan,1955,4652,409,4243,46.53,120.2,6.86,,1460,28.14,114.7,29.19,127.1,1250,16.74,32.14,749.1,605.2,298.2,199.5,,972.67,12676,634.67,801.33,,,257.4,-47.7,60.32,58.04,12.807,,178,11.12,148.5,3.47,10.09,478,,,,1.47,2.95,3.03,1226,8434,442.83,26.24,0.46,,,,,,,,,
41,Henan,1956,4733,428,4305,48.12,121.8,6.94,,1476,27.05,109.1,28.08,121,1211,14.02,30.44,666.6,564.3,371.6,317.6,,1046.67,12682.67,602.67,878,,,197.4,-15.1,99,,1.8,97.2,198,12.07,176.7,5.03,10.72,533,,,,2.38,6.78,6.69,1225,9020,489.1,34.88,0.8,,,,,,,,,
41,Henan,1957,4840,449,4391,52.55,133,7.35,102.3,1577,24.27,115.6,25.52,122.7,1180,17.66,31.68,593.4,489.4,716,558.1,3.3,1300,12004.67,652.67,868.67,,,233.4,4.8,,,,,111,18.08,210.3,4.67,10.96,607,,,,3.04,7.25,7.16,1318,14945,493.37,55.12,0.96,,,,,,,,,
41,Henan,1958,4943,471,4472,60.76,145.8,14.16,99.4,1123,25.64,118.6,30.19,141.1,1264.5,23.49,34.42,547.9,446,640.1,575.8,,1799.6,11106.67,546.67,829.33,2.34,0.27,374.1,-73.6,,,,,374,24.24,298.9,13.76,18.84,1733,3.17,0.01,5,5.89,16.04,16.98,1315,16925,656.27,80.72,1.54,,,,,,,,,
41,Henan,1959,4979,486,4493,64.03,142.1,18.9,100.3,1141,22.92,100.7,28.74,127.9,974.5,21.63,28.66,512.5,405,593.7,587.1,,2277.2,10049.33,586.67,832,,,380.1,-59.9,,,,,317,30.32,398.1,23.7,26.3,2700,5.14,2.17,47,12.34,18.71,19.72,1436,24273,726.39,92.88,2.14,,,,,,,,,
41,Henan,1960,4818,482,4336,66.15,137.6,17.34,101,1345,20.08,86.3,25.79,112.4,887,16.08,8.9,474.2,364,432.1,617.9,,2271,10468.67,418,794,,,222.8,-1.3,,,,,185,33.74,441.9,31.91,26.42,3531,15.25,6.65,70,20.35,19.74,20.57,1550,25111,712.06,91.85,2.99,,,,,,,,,
41,Henan,1961,4803,492,4311,46.29,81.7,9.19,118.7,1558,14.61,49.5,22.18,76.4,684.5,4.96,9.15,430.1,321.8,467.6,859.9,,1080.67,10368.33,304,396,,,112.8,-34.3,,,,,102,19.36,221.4,14.88,14.86,2240,6.2,3.68,18,17.01,5.06,5.27,1654,20820,554.52,51.94,2.56,,,,,,,,,
41,Henan,1962,4940,518,4422,43.02,82.1,7.56,100.5,1698,17,58.6,23.96,84.2,903,4.04,9.72,425.5,334,648.4,1017.3,36.8,968.67,10605.33,290.67,338.67,1.44,0.52,128.5,20.7,,,,,82,14.05,156.7,10.45,12.21,1654,3.9,0.52,6,14.78,3.13,3.23,1690,17876,471.88,36.52,2.16,,,,,,,,,
41,Henan,1963,5036,540,4496,42.45,81.8,8.63,99.7,1734,15.11,52.6,21.19,75.3,788,4.94,7.32,431.3,335.1,754.9,708.3,37.3,1265.67,10446.67,321.33,492.67,2.12,0.55,124.4,72,,,,,83,15.15,190.4,11.04,13.03,1689,3.98,0.74,10,14.95,4.6,5.13,1716,18324,466.1,40.58,1.79,,,,,,,,,
41,Henan,1964,5099,559,4540,51.4,108.7,9.16,99.5,1740,22.4,78.9,27.44,98.4,950.5,11.7,14.46,428.5,336.6,732.7,438.6,43.1,1387.33,10427.33,427.33,566.67,2.05,0.77,107.2,84.2,,,,,90,15.56,221.5,13.17,16.38,1661,5.94,4.57,33,17.6,6.54,7.21,1737,18153,605.8,45.97,1.46,,,,,,,,,
41,Henan,1965,5240,585,4655,62.96,135.3,10.17,96.8,1796,29.58,102.1,33.47,117.4,1166,13.59,12.69,445.6,341.7,706.8,403.6,52.2,1199.33,10074,318,532,6.05,1.63,154.9,77.5,,,,,91,19.1,285.1,18.22,22.52,1903,11.34,7.63,45,23.47,6.65,6.91,1823,19907,820.95,49.61,1.4,,,,,,,,,
41,Henan,1966,5386,611,4775,76.39,163.5,12.73,99.7,1872,35.07,118.2,39.49,135.1,1227.5,24.08,17.37,493.9,364.2,958.4,512.9,67.6,,9724.67,364,563.33,9.97,3.06,189.1,1.5,,,,,96,26.64,418.7,23.3,25.83,2225,15.73,8.42,66,31.17,5.22,6.17,1856,20592,,,,,,,,,,,,
41,Henan,1967,5507,636,4871,78.54,170.8,11.44,100.2,1874,41.13,135.4,47.38,158.3,1382,25.83,16.29,533.7,396,986.5,695.9,,,9608.67,341.33,633.33,,,211.3,-10.6,,,,,96,22.82,358.9,21.7,24.31,1837,12.65,5.34,63,31.66,3.58,4.07,1921,20732,,,,,,,,,,,,
41,Henan,1968,5665,665,5000,72.19,155.5,9.42,99.9,1877,38.4,123.4,43.91,143.3,1330.5,22.57,10.4,566.8,423,979.4,871.8,,,9426,294,620,,,199.4,-25,,,,,101,19.53,310.1,17.9,25.05,1917,7.9,6.24,47,27.94,3.55,4.33,1987,21250,,,,,,,,,,,,
41,Henan,1969,5860,699,5161,80.88,170.9,13.51,99.5,2010,39.8,124.9,46.05,146.7,1321.5,22.19,12.97,561.8,421,937.4,629.4,,,9440.67,296,598,,,181,-30.7,,,,,118,25.78,425.1,26.06,31.4,2509,13.58,8.87,86,39.15,11.08,10.23,2092,21983,,,,,,,,,,,,
41,Henan,1970,6026,730,5296,97.19,200.4,21.15,98.8,2037,44.49,132.4,53.09,164.2,1555.5,28.29,14.92,566.3,425,1147.9,561.9,189.6,2520,9414.67,261.33,598,15.61,11.7,223.7,,,,,,150,36.06,619.8,44.43,38.2,3091,22.21,12.25,117,48.78,15.45,18.61,2792,22320,824.68,202.91,0.95,,,,,,,,,
41,Henan,1971,6195,762,5433,104.8,210.6,25.44,99.5,2084,47.53,139.9,56.25,173,1646.5,23.92,14.63,568,429,1343.3,604.6,292.5,2593.33,9304.67,288,618,15.39,8.46,206,-10,,,,,169,39.72,644.6,48.47,40.51,3441,25.94,12.75,146,56.8,14.24,17.6,2950,23478,877.1,232.2,1.03,,,,,,,,,
41,Henan,1972,6344,792,5552,111.41,221.6,27.17,99.7,2128,49.05,143.1,57.22,174.6,1627,23.51,13.82,571.4,432.5,1472.8,639.7,347.3,2681.33,9368,307.33,618,19.96,12.08,192.6,-25,,,,,182,43.09,694.2,53.34,43.18,3652,29.99,17.34,167,62.91,13.5,16.54,2982,24448,958.1,263.41,0.42,,,,,,,,,
41,Henan,1973,6517,826,5691,117.05,232,23.81,99.9,2171,53.77,154.4,68.09,204.5,1872,33.18,20.19,568.8,432.1,1435.7,735.4,446.9,3027.33,9359.33,370.67,616.67,24.55,10.45,264.6,-30,,,,,192,43.1,691.4,53.69,46.62,3625,29.09,15.04,175,66.18,14.18,17.47,2940,25297,1009.2,244.4,0.87,,,,,,,,,
41,Henan,1974,6647,855,5792,119.92,236.9,23.76,100.1,2216,53.97,155,67.76,203.6,1861.5,30.07,17.84,566.5,434,1460.9,836.4,564.9,3368.67,9231.33,358.67,644.67,28.28,11.03,235.1,-40,,,,,210,44.94,719.8,58.56,50.79,3906,34.59,17.48,230,75.39,15.76,19.21,2943,26380,1130.9,247.35,1.38,,,,,,,,,
41,Henan,1975,6758,883,5875,127.77,251.8,23.06,100.2,2279,55.71,159.5,70.2,210.4,1941.5,26.27,15.38,545.5,428,1505,865.4,714.8,3578,9206.67,379.33,614,34.6,11.74,249.7,,,,,,230,50.34,805.4,65.01,56.96,4471,43.59,24.69,272,80.47,17.35,21.64,3113,26934,1179.7,317.84,1.8,,,,,,,,,
41,Henan,1976,6852,908,5944,125.52,249.8,15.52,100.1,2242,59.98,170.4,73.76,219.6,2122,21.59,16.57,525.3,421.2,1653.2,842.4,773.4,3664,9118,386,608,30.96,10.94,272.9,-35,,,,,258,42.39,676.6,47.84,48.1,3922,14.79,5.42,226,78.46,14.97,19.32,3195,28242,1164.67,463.5,2.01,,,,,,,,,
41,Henan,1977,6957,935,6022,144.11,275.3,22.62,99.9,2207,55.91,157.6,69.59,205.8,1947.5,21.61,13.91,516.6,405.6,1819.8,883.8,878.3,3733.33,9081.33,320.67,611.33,46.83,12.26,264.3,-40,,,,,280,62.51,983.7,76.02,66.93,3371,42.24,22.75,354,108.73,17.7,22.12,3162,29688,1135.3,534.51,2.27,,,,,,,,,
41,Henan,1978,7067,963,6104,162.92,306.4,33.73,100.1,2262,64.86,174.3,79.74,224.1,2097.4,22.42,24.16,515,401.7,1724.9,989.7,974.4,3722.67,9123,465.33,612,52.54,13.25,210,30,,,,,296,69.45,1102.8,84.99,71.72,5845,54.22,30.94,353,130.68,22.44,24.8,3212,31549,1140.26,525.01,2.73,,,,,,,,,
41,Henan,1979,7189,994,6195,190.09,333,33.68,100.4,2366,77.3,177.3,94.64,226.3,2134.5,19.84,36.87,521.5,400.4,1592.3,1107.8,1079.3,3636,9066.7,632.67,555.33,60.05,14.59,282.6,-20,,,,,290,80.52,1241.7,90.2,79.73,5838,59.18,40.54,367,145.5,20.76,23.75,3216,36155,1147.88,509.64,3.38,,,,,,,,,
42,Hubei,1950,2633.62,,,,,,,,,,8.59,80.9,636.31,7.42,15.85,230.76,154.99,347.73,25.8,,764,4566.1,304.5,439.1,,,,,4.05,4.05,,,,,,1.12,5.55,32.32,0.51,,7.51,0.84,,0.29,,,96.15,5.62,0.57,3650,45,62,106,624,51098,285161,62702,550508
42,Hubei,1951,2687.58,,,,,,115.3,,,,11,92.3,714.7,9.89,18.6,239.76,161.89,382.91,27.6,,1072.7,4777.6,321.8,506,,,,,15.07,15.07,,,,,,1.72,6.43,38.38,1.8,,23.87,0.89,,0.58,,,158.11,5.53,0.79,,,,,,,,,
42,Hubei,1952,2751.2,271.41,2416.17,24.51,100,,97,,13.9,100,12.08,100,747.6,12.17,22.34,250.85,168.27,411.06,29.5,0.1,1243.3,5072.6,357.7,523.2,0.1,,,,26.7,27.7,0.0003,,,3.83,100,2.2,7.79,41.47,4.44,2.96,25,1.63,,1.74,342,3330,195.23,10.4,0.89,,,,,,,,,
42,Hubei,1953,2807,257.12,2549.88,30.23,114,4.87,102.1,,16.41,107.4,14.65,107.6,817.83,12.19,26.3,268.4,249.41,506.28,33.8,0.8,1426,5290,412.5,555.7,0.2,,195.2,-37.3,30.48,30.48,0.002,,,5.33,129.4,3.17,10.07,37.41,5.16,,35.9,2.33,2.26,2.3,,,208.04,11.7,1.43,,,,,,,,,
42,Hubei,1954,2865.39,,,25.51,95.6,5.2,102.3,,12.97,85.5,11.11,80.3,667.8,3.52,12.88,272.66,253.13,437.34,41.6,1.2,1522,4985.9,313.3,498,0.5,,150,45.2,63.54,63.24,0.298,,,5.97,145.2,3.78,11.11,46.51,8.61,,42.8,2.98,3.06,3.11,,,178.82,13.44,1.72,,,,,,,,,
42,Hubei,1955,2911.91,,,34.05,121.5,4.77,100.9,,18.14,115.8,16.43,116.1,896.31,13.95,23.86,270.45,177.62,373.68,41.9,1.3,1663.3,5422.6,461.6,582.8,1.3,,192.2,-2.5,64.99,59.96,5.028,,,7.45,152.5,5.41,11.23,56.61,11.09,,36.6,2.87,3.07,3.85,,,227.08,14.93,1.98,,,,,,,,,
42,Hubei,1956,2963.3,,,44.6,157.8,5.71,100.8,,22.29,135.2,19.4,131.8,982.81,18.71,25.53,282.64,187.83,493.64,46.7,1.8,1825.3,5555.9,383.4,569.9,5.4,,199.6,27.8,88.7,,19.7,69,,10.24,243.1,7.66,14.9,65.31,13.66,11.1,55.4,3.84,6.61,6.54,,,289.54,22.41,2.7,,,,,,,,,
42,Hubei,1957,3062.41,411.69,2650.72,48.86,169.6,6.27,104.3,,24.33,143.9,20.55,138,986.08,21.02,25.26,284.43,266.66,762.45,62.72,3,1406,5506.4,406.4,559.6,7.5,,208.6,-41.8,,,,,,11.59,280.1,8.06,16.25,73.88,14.75,12.16,53.89,4.39,6.07,6.57,354,7028,298.36,25.15,2.87,,,,,,,,,
